date,scheme_code,scheme_name,provider,category,plan,option,nav,isin_growth,isin_reinvest
2026-08-03,SIF-88,DynaSIF Active Asset Allocator Long- Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,GROWTH OPTION,10.4833,INF579M30109,
2026-08-03,SIF-89,DynaSIF Active Asset Allocator Long-Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,10.4344,INF579M30083,INF579M30091
2026-08-03,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,11.0288,INF754K30011,
2026-08-03,SIF-90,qsif Active Asset Allocator Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,Growth Option,11.4425,INF966L30241,
2026-08-03,SIF-91,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,11.3888,INF966L30225,INF966L30233
2026-08-03,SIF-92,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,IDCW Option,11.4425,INF966L30258,INF966L30266
2026-08-03,SIF-93,qsif Active Asset Allocator Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,Growth Option,11.3888,INF966L30217,
2026-08-03,SIF-94,Sapphire Equity Long-Short SIF - Direct- IDCW,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW,1026.994,INF090I30063,INF090I30055
2026-08-03,SIF-95,Sapphire Equity Long-Short SIF - Direct - Growth,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,1026.994,INF090I30048,
2026-08-03,SIF-96,Sapphire Equity Long-Short SIF - Growth,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,1022.3138,INF090I30014,
2026-08-03,SIF-97,Sapphire Equity Long-Short SIF - IDCW,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW,1022.3138,INF090I30030,INF090I30022
2026-08-03,SIF-98,Titanium Equity Long-Short Fund Regular IDCW Payout,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Payout Option,10.5791,INF277K30096,
2026-08-03,SIF-99,Titanium Equity Long-Short Fund Direct Growth,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,10.6238,INF277K30104,
2026-08-04,SIF-1,qsif Equity Long Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,11.0788,INF966L30019,
2026-08-04,SIF-10,Altiva Hybrid Long-Short Fund - Direct Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.7285,INF754K30029,INF754K30037
2026-08-04,SIF-101,Titanium Equity Long-Short Fund Regular IDCW Reinvestment,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Reinvestment Option,10.533,,INF277K30088
2026-08-04,SIF-102,Titanium Equity Long-Short Fund Regular Growth,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.533,INF277K30070,
2026-08-04,SIF-104,WSIF Equity Ex-Top 100 Long-Short Fund - Direct IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW,10.9152,INF2F0030056,INF2F0030064
2026-08-04,SIF-105,WSIF Equity Ex-Top 100 Long-Short Fund - Regular Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.8599,INF2F0030015,
2026-08-04,SIF-106,WSIF Equity Ex-Top 100 Long-Short Fund - Regular IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW,10.8608,INF2F0030023,INF2F0030031
2026-08-04,SIF-107,WSIF Equity Ex-Top 100 Long-Short Fund - Direct Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.9393,INF2F0030049,
2026-08-04,SIF-108,WSIF Equity Long-Short Fund - Direct Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.7866,INF2F0030106,
2026-08-04,SIF-11,Altiva Hybrid Long-Short Fund - Regular Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.9563,INF754K30052,
2026-08-04,SIF-110,WSIF Equity Long-Short Fund - Regular IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW,10.732,INF2F0030080,INF2F0030098
2026-08-04,SIF-111,WSIF Equity Long-Short Fund - Regular Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.7314,INF2F0030072,
2026-08-04,SIF-112,Arthaya Equity Long Short Fund - Direct Plan - Growth Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,10.2083,INF582M30046,
2026-08-04,SIF-114,Arthaya Equity Long Short Fund - Regular Plan - Growth Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.1794,INF582M30012,
2026-08-04,SIF-115,Arthaya Equity Long Short Fund - Regular Plan - IDCW Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.1794,INF582M30020,INF582M30038
2026-08-04,SIF-116,qsif Sector Rotation Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Direct,Growth Option,10.2101,INF966L30274,
2026-08-04,SIF-117,qsif Sector Rotation Long-Short Fund - Growth Option - RegularPlan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Regular,Growth Option,10.1736,INF966L30308,
2026-08-04,SIF-118,qsif Sector Rotation Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Direct,IDCW Option,10.2101,INF966L30290,INF966L30282
2026-08-04,SIF-119,qsif Sector Rotation Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Regular,IDCW Option,10.1736,INF966L30324,INF966L30316
2026-08-04,SIF-12,Altiva Hybrid Long-Short Fund - Regular Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.6436,INF754K30060,INF754K30078
2026-08-04,SIF-120,Altiva Equity Ex- Top 100 Long - Short Fund - Direct Plan - Growth,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.9353,INF754K30094,
2026-08-04,SIF-121,Altiva Equity Ex- Top 100 Long - Short Fund - Direct Plan - IDCW,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW,10.9353,INF754K30102,INF754K30110
2026-08-04,SIF-122,Altiva Equity Ex- Top 100 Long - Short Fund - Regular Plan - Growth,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.9068,INF754K30136,
2026-08-04,SIF-123,Altiva Equity Ex- Top 100 Long - Short Fund - Regular Plan - IDCW,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW,10.9066,INF754K30144,
2026-08-04,SIF-124,iSIF Active Asset Allocator Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,Growth,10.337,INF109K30059,
2026-08-04,SIF-125,iSIF Active Asset Allocator Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,Growth,10.3611,INF109K30067,
2026-08-04,SIF-126,iSIF Equity Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.56,INF109K30075,
2026-08-04,SIF-127,iSIF Equity Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.58,INF109K30083,
2026-08-04,SIF-128,RedHex Hybrid Long-Short Fund - Regular - Growth,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.1219,INF336L30015,
2026-08-04,SIF-129,RedHex Hybrid Long-Short Fund - Direct - Growth,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.1302,INF336L30049,
2026-08-04,SIF-13,Magnum Hybrid Long Short Fund - Regular Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.511,INF200K30015,
2026-08-04,SIF-130,RedHex Hybrid Long-Short Fund - Direct - IDCW,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.1305,INF336L30064,INF336L30056
2026-08-04,SIF-134,Platinum Hybrid Long-Short Fund - Direct Plan - Growth,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.226,INF769K30043,
2026-08-04,SIF-135,Platinum Hybrid Long-Short Fund - Direct Plan - IDCW,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.226,INF769K30068,INF769K30050
2026-08-04,SIF-136,Platinum Hybrid Long-Short Fund - Regular Plan - Growth,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.205,INF769K30019,
2026-08-04,SIF-137,Platinum Hybrid Long-Short Fund - Regular Plan - IDCW,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.205,INF769K30035,INF769K30027
2026-08-04,SIF-138,Prism Hybrid Long-Short Fund - Regular Plan- Growth Option,Prism SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.0808,INF22M030019,
2026-08-04,SIF-139,Prism Hybrid Long-Short Fund - Direct Plan - Growth Option,Prism SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.0869,INF22M030027,
2026-08-04,SIF-14,Magnum Hybrid Long Short Fund - Direct  Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.5711,INF200K30049,
2026-08-04,SIF-140,DynaSIF Equity Ex-Top 100 Long - Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,GROWTH OPTION,10.6894,INF579M30166,
2026-08-04,SIF-143,DynaSIF Equity Ex-Top 100 Long - Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,GROWTH OPTION,10.6648,INF579M30133,
2026-08-04,SIF-144,DynaSIF Equity Ex-Top 100 Long - Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,10.6648,INF579M30141,INF579M30158
2026-08-04,SIF-145,INFINITY HYBRID LONG-SHORT FUND-DIRECT - GROWTH,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,GROWTH,10.222,INF174K30012,
2026-08-04,SIF-146,INFINITY HYBRID LONG-SHORT FUND-REGULAR - GROWTH,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,GROWTH,10.212,INF174K30046,
2026-08-04,SIF-147,INFINITY HYBRID LONG-SHORT FUND-REGULAR - IDCW,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.212,INF174K30053,INF174K30061
2026-08-04,SIF-148,INFINITY HYBRID LONG-SHORT FUND-DIRECT - IDCW,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.222,INF174K30020,INF174K30038
2026-08-04,SIF-149,Summit Equity Long-Short Fund - Direct Plan - Growth,SUMMIT SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.28,INF205K30048,
2026-08-04,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.5771,INF200K30056,INF200K30064
2026-08-04,SIF-150,Summit Equity Long-Short Fund - Regular Plan - Growth,SUMMIT SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.27,INF205K30014,
2026-08-04,SIF-151,Summit Equity Long-Short Fund - Direct Plan - IDCW (Payout / Reinvestment),SUMMIT SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW,10.28,INF205K30055,INF205K30063
2026-08-04,SIF-152,Summit Equity Long-Short Fund - Regular Plan - IDCW (Payout / Reinvestment),SUMMIT SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW,10.27,INF205K30022,INF205K30030
2026-08-04,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.5101,INF200K30023,INF200K30031
2026-08-04,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,951.0693,INF00XX30043,
2026-08-04,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,11.0788,INF966L30035,INF966L30043
2026-08-04,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,951.0693,INF00XX30050,INF00XX30068
2026-08-04,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,941.4684,INF00XX30019,
2026-08-04,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,941.4684,INF00XX30027,INF00XX30035
2026-08-04,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,11.3826,INF966L30159,
2026-08-04,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,11.3826,INF966L30167,INF966L30175
2026-08-04,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,11.2596,INF966L30183,
2026-08-04,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,11.2596,INF966L30191,INF966L30209
2026-08-04,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.1867,,INF277K30021
2026-08-04,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.306,,INF277K30054
2026-08-04,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.1867,INF277K30013,
2026-08-04,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.9447,INF966L30027,
2026-08-04,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.1867,INF277K30039,
2026-08-04,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.306,INF277K30062,
2026-08-04,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.306,INF277K30047,
2026-08-04,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.45,INF109K30042,
2026-08-04,SIF-34,iSIF Equity Ex-Top 100 Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.38,INF109K30034,
2026-08-04,SIF-35,iSIF Hybrid Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.5769,INF109K30018,
2026-08-04,SIF-36,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.6524,INF109K30026,
2026-08-04,SIF-4,qsif Equity Long Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.9447,INF966L30050,INF966L30068
2026-08-04,SIF-40,Arudha Hybrid Long-Short Fund-Regular Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.362,INF194K30010,
2026-08-04,SIF-44,Arudha Hybrid Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Monthly IDCW,10.362,INF194K30051,INF194K30135
2026-08-04,SIF-48,Arudha Hybrid Long-Short Fund-Direct Plan-Half Yearly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Half Yearly IDCW,10.385,INF194K30242,INF194K30325
2026-08-04,SIF-5,qsif Hybrid Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,11.0075,INF966L30076,
2026-08-04,SIF-51,Arudha Hybrid Long-Short Fund-Direct Plan-Annual IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Annual IDCW,10.291,INF194K30259,INF194K30333
2026-08-04,SIF-54,Arudha Hybrid Long-Short Fund-Direct Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.387,INF194K30184,
2026-08-04,SIF-55,DynaSIF Equity Long - Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,GROWTH OPTION,10.7471,INF579M30018,
2026-08-04,SIF-57,DynaSIF Equity Long - Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,GROWTH OPTION,10.8183,INF579M30042,
2026-08-04,SIF-59,DynaSIF Equity Long - Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.7471,INF579M30026,INF579M30034
2026-08-04,SIF-6,qsif Hybrid Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Option,11.0075,INF966L30092,INF966L30100
2026-08-04,SIF-61,Arudha Equity Long-Short Fund-Direct Plan-Growth,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.601,INF194K30523,
2026-08-04,SIF-62,Arudha Equity Long-Short Fund-Regular Plan-Growth,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.544,INF194K30358,
2026-08-04,SIF-69,Arudha Equity Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Monthly IDCW,10.411,INF194K30390,INF194K30473
2026-08-04,SIF-7,qsif Hybrid Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.8703,INF966L30084,
2026-08-04,SIF-71,Arudha Equity Long-Short Fund-Regular Plan-Quarterly IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Quarterly IDCW,10.544,INF194K30408,INF194K30481
2026-08-04,SIF-75,Arudha Equity Long-Short Fund-Regular Plan-Annual IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Annual IDCW,10.249,INF194K30424,INF194K30507
2026-08-04,SIF-79,Apex Hybrid Long-Short Fund-Direct Growth,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,GROWTH,10.6357,INF209K30016,
2026-08-04,SIF-8,qsif Hybrid Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Option,11.0518,INF966L30118,INF966L30126
2026-08-04,SIF-80,Apex Hybrid Long-Short Fund - Regular - Growth,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,GROWTH,10.5922,INF209K30040,
2026-08-04,SIF-81,Apex Hybrid Long-Short Fund - Regular - Payout of IDCW,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.5922,INF209K30057,INF209K30065
2026-08-04,SIF-83,Apex Hybrid Long-Short Fund - Direct - Payout of IDCW,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.6355,INF209K30024,INF209K30032
2026-08-04,SIF-86,DynaSIF Active Asset Allocator Long-Short Fund - Direct Plan - IDCW Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,IDCW Option,10.4809,INF579M30117,INF579M30125
2026-08-04,SIF-87,DynaSIF Active Asset Allocator Long-Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,GROWTH OPTION,10.4317,INF579M30075,
2026-08-04,SIF-88,DynaSIF Active Asset Allocator Long- Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,GROWTH OPTION,10.4809,INF579M30109,
2026-08-04,SIF-89,DynaSIF Active Asset Allocator Long-Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,10.4317,INF579M30083,INF579M30091
2026-08-04,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,11.0417,INF754K30011,
2026-08-04,SIF-90,qsif Active Asset Allocator Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,Growth Option,11.3979,INF966L30241,
2026-08-04,SIF-91,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,11.3439,INF966L30225,INF966L30233
2026-08-04,SIF-92,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,IDCW Option,11.3979,INF966L30258,INF966L30266
2026-08-04,SIF-93,qsif Active Asset Allocator Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,Growth Option,11.3439,INF966L30217,
2026-08-04,SIF-94,Sapphire Equity Long-Short SIF - Direct- IDCW,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW,1024.069,INF090I30063,INF090I30055
